19,39, Serangoon MRT Station,  Kovan MRT Station, Kembangan MRT Station
47,45, Woodlands MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,47,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,48,Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station
47,49,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,45, Woodlands MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,38,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station
47,38, Woodlands MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Toa Payoh MRT Station
47,42,Clementi MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
47,38,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
47,36, Woodlands MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Dakota MRT Station
47,36, Woodlands MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
47,37, Woodlands MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,44,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Eunos MRT Station
47,40,Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
47,42,Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
47,38,Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
47,48, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Kovan MRT Station
47,47, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,49,Clementi MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,46, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Kovan MRT Station
47,46, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Kovan MRT Station
47,50,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station
47,49,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,50,Clementi MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,45, Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Kovan MRT Station
47,44, Choa Chu Kang MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,45, Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Kovan MRT Station
47,43, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Kovan MRT Station
47,46, Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,43, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Kovan MRT Station
47,46, Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Marymount MRT Station,  Kovan MRT Station
47,42, Choa Chu Kang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,43, Choa Chu Kang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Kovan MRT Station
47,42, Choa Chu Kang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,46, Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,43, Choa Chu Kang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Kovan MRT Station
47,46, Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Marymount MRT Station,  Kovan MRT Station
47,44, Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station,  Kovan MRT Station
47,45, Pioneer MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,50, Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Kovan MRT Station
47,46, Pioneer MRT Station, Clementi MRT Station,  Marymount MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,45, Yew Tee MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Kovan MRT Station
47,45, Chinese Garden MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station
47,47,Clementi MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station
47,48,Clementi MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,42, Yew Tee MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,43, Yew Tee MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Kovan MRT Station
47,45, Yew Tee MRT Station, Clementi MRT Station,  Serangoon MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,44, Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,42, Yew Tee MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,45, Yew Tee MRT Station, Clementi MRT Station,  Marymount MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,46, Yew Tee MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,43, Yew Tee MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Kovan MRT Station
47,46, Yew Tee MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Kovan MRT Station
47,45, Chinese Garden MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station
47,44,Clementi MRT Station,  Jurong East MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,46,Clementi MRT Station,  Jurong East MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station,  Eunos MRT Station
47,49,Clementi MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,48,Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,36, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
47,38, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Dakota MRT Station
47,38, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
47,36, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Serangoon MRT Station
47,38, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Eunos MRT Station
47,36, Pioneer MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station
47,38, Yew Tee MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Eunos MRT Station
47,43,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
47,44,Clementi MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
47,37,Clementi MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station,  Eunos MRT Station
47,39,Clementi MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Eunos MRT Station
47,39, Yew Tee MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,43,Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
47,39,Clementi MRT Station,  Jurong East MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Ang Mo Kio MRT Station
47,35,Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Serangoon MRT Station,  Dakota MRT Station
47,43,Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
47,46,Clementi MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
47,42,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
47,40,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
47,35,Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Serangoon MRT Station,  Dakota MRT Station
47,40,Clementi MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,36, Choa Chu Kang MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,41, Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
47,36, Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Marymount MRT Station,  Eunos MRT Station
47,41, Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
47,36, Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Marymount MRT Station,  Eunos MRT Station
47,38, Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
47,40, Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
47,37, Pioneer MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Eunos MRT Station
47,35,Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
47,36,Clementi MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Dakota MRT Station
47,40, Yew Tee MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
47,41, Yew Tee MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
47,36, Yew Tee MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Eunos MRT Station
47,41,Clementi MRT Station,  Chinese Garden MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Eunos MRT Station
47,38,Clementi MRT Station,  Chinese Garden MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Dakota MRT Station
47,40,Clementi MRT Station,  Chinese Garden MRT Station,  Ang Mo Kio MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,39, Chinese Garden MRT Station, Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Dakota MRT Station
47,35, Chinese Garden MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
47,41,Clementi MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Eunos MRT Station
47,38,Clementi MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Dakota MRT Station
47,40,Clementi MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,37,Clementi MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,36,Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Dakota MRT Station
47,37,Clementi MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Eunos MRT Station
47,35, Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Yio Chu Kang MRT Station,  Eunos MRT Station
47,50, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Kovan MRT Station
47,47, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Kovan MRT Station
47,46, Yew Tee MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,48, Woodlands MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station
47,38, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Serangoon MRT Station
47,39, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station
47,39, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
47,43, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
47,39, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
47,38, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
47,41, Beauty World MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
47,39, Woodlands MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Eunos MRT Station
47,40, Woodlands MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Dakota MRT Station
47,41, Woodlands MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,35, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Serangoon MRT Station
47,36, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
47,37, Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Dakota MRT Station
47,37, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Dakota MRT Station
47,36, Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Eunos MRT Station
47,37, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Marymount MRT Station
47,38, Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Dakota MRT Station,  Eunos MRT Station
47,35, Woodlands MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station,  Serangoon MRT Station
47,43, Woodlands MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Dakota MRT Station
47,39, Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Dakota MRT Station
47,36, Woodlands MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Somerset MRT Station,  Eunos MRT Station
47,48, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Kovan MRT Station
47,47, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station, Bishan MRT Station,  Kovan MRT Station
47,47, Pioneer MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,48, Pioneer MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Kovan MRT Station
47,48, Chinese Garden MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,50, Bukit Panjang MRT Station,  Somerset MRT Station, Bishan MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,45, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Kovan MRT Station
47,47, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Kovan MRT Station
47,44, Choa Chu Kang MRT Station,  Jurong East MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Kovan MRT Station
47,46, Choa Chu Kang MRT Station,  Beauty World MRT Station,  Somerset MRT Station, Bishan MRT Station,  Kovan MRT Station
47,44, Choa Chu Kang MRT Station,  Jurong East MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Kovan MRT Station
47,46, Pioneer MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Kovan MRT Station,  Dakota MRT Station
47,46, Pioneer MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,44, Pioneer MRT Station,  Somerset MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,42, Pioneer MRT Station,  Jurong East MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Kovan MRT Station
47,44, Yew Tee MRT Station,  Jurong East MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Kovan MRT Station
